"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Susiana","IrSafvd","Indigenous coins","1","","","","simple","simple",""
"Susiana","IrSafvd","Paper currency","0","","","","simple","simple",""
"Susiana","IrSafvd","elite status is hereditary","1","","","","simple","simple",""
"Susiana","IrQajar","elite status is hereditary","1","","","","simple","simple",""
"Konya Plain","TrNeoER","Professional military officers","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Professional soldiers","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Full-time bureaucrats","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Specialized government buildings","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Canals","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Ports","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Postal stations","0","","","","simple","simple",""
"Konya Plain","TrNeoER","General postal service","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Mnemonic devices","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Written records","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Script","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Phonetic alphabetic writing","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Lists tables and classifications","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Calendar","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Sacred Texts","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Religious literature","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Practical literature","0","","","","simple","simple",""
"Konya Plain","TrNeoER","History","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Philosophy","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Scientific literature","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Fiction","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Foreign coins","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Indigenous coins","0","","","","simple","simple",""
"Konya Plain","TrNeoER","Paper currency","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Full-time bureaucrats","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Specialized government buildings","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","irrigation systems","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","markets","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Roads","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Bridges","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Canals","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Ports","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Mnemonic devices","1","","","","simple","simple",""
"Konya Plain","TrNeoCR","Written records","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Script","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Phonetic alphabetic writing","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Lists tables and classifications","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Calendar","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Sacred Texts","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Religious literature","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Practical literature","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","History","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Philosophy","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Scientific literature","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Fiction","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Articles","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Tokens","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Foreign coins","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Indigenous coins","0","","","","simple","simple",""
"Konya Plain","TrNeoCR","Paper currency","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Population of the largest settlement","3500","8000","","","complex","range",""
"Konya Plain","TrNeoLT","Full-time bureaucrats","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Specialized government buildings","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","irrigation systems","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Roads","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Bridges","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Canals","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Ports","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Mnemonic devices","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Nonwritten records","1","","","","simple","simple",""
"Konya Plain","TrNeoLT","Written records","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Script","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Phonetic alphabetic writing","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Lists tables and classifications","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Calendar","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Sacred Texts","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Religious literature","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Practical literature","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","History","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Philosophy","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Scientific literature","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Fiction","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Foreign coins","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Indigenous coins","0","","","","simple","simple",""
"Konya Plain","TrNeoLT","Paper currency","0","","","","simple","simple",""
"Konya Plain","TrClcER","Polity Population","2500","4000","","","complex","range",""
"Konya Plain","TrClcER","Population of the largest settlement","2500","4000","","","complex","range",""
"Konya Plain","TrClcER","Administrative levels","1","2","","","complex","range",""
"Konya Plain","TrClcER","Military levels","1","2","","","complex","range",""
"Konya Plain","TrClcER","Religious levels","2","","","","simple","simple",""
"Konya Plain","TrClcER","Settlement hierarchy","2","","","","simple","simple",""
"Konya Plain","TrClcER","Professional military officers","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Professional soldiers","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Full-time bureaucrats","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Examination system","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Specialized government buildings","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Courts","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Formal legal code","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Judges","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Professional Lawyers","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Bridges","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Canals","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Ports","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Couriers","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Postal stations","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Mnemonic devices","0","","","","simple","simple",""
"Konya Plain","TrClcER","Nonwritten records","0","","","","simple","simple",""
"Konya Plain","TrClcER","Written records","0","","","","simple","simple",""
"Konya Plain","TrClcER","Script","0","","","","simple","simple",""
"Konya Plain","TrClcER","Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","TrClcER","Phonetic alphabetic writing","0","","","","simple","simple",""
"Konya Plain","TrClcER","Lists tables and classifications","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Calendar","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Sacred Texts","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Religious literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Practical literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","History","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Philosophy","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Scientific literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Fiction","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Tokens","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Foreign coins","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Indigenous coins","0.1","","","","simple","simple",""
"Konya Plain","TrClcER","Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Polity territory","90","","","","simple","simple",""
"Konya Plain","TrClcLT","Population of the largest settlement","2500","3800","","","complex","range",""
"Konya Plain","TrClcLT","Administrative levels","2","3","","","complex","range",""
"Konya Plain","TrClcLT","Military levels","2","3","","","complex","range",""
"Konya Plain","TrClcLT","Religious levels","1","2","","","complex","range",""
"Konya Plain","TrClcLT","Settlement hierarchy","1","2","","","complex","range",""
"Konya Plain","TrClcLT","Professional military officers","1","","","","complex","disputed",""
"Konya Plain","TrClcLT","Professional military officers","0","","","","complex","disputed",""
"Konya Plain","TrClcLT","Professional soldiers","1","","","","complex","disputed",""
"Konya Plain","TrClcLT","Professional soldiers","0","","","","complex","disputed",""
"Konya Plain","TrClcLT","Full-time bureaucrats","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Examination system","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Specialized government buildings","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Courts","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Formal legal code","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Judges","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Professional Lawyers","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","drinking water supply systems","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","markets","0.9","","","","simple","simple",""
"Konya Plain","TrClcLT","food storage sites","1","","","","simple","simple",""
"Konya Plain","TrClcLT","Roads","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Bridges","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Canals","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Ports","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","TrClcLT","Couriers","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Postal stations","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","General postal service","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Nonwritten records","1","","","","simple","simple",""
"Konya Plain","TrClcLT","Written records","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Script","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Non-phonetic writing","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Phonetic alphabetic writing","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Lists tables and classifications","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Calendar","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Sacred Texts","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Religious literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Practical literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","History","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Philosophy","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Scientific literature","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Fiction","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Articles","1","","","","simple","simple",""
"Konya Plain","TrClcLT","Precious metals","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Foreign coins","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Indigenous coins","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","Paper currency","0.1","","","","simple","simple",""
"Konya Plain","TrClcLT","elite status is hereditary","0.9","","","","simple","simple",""
"Konya Plain","TrBrzER","Administrative levels","2","3","","","complex","range",""
"Konya Plain","TrBrzER","Military levels","2","3","","","complex","range",""
"Konya Plain","TrBrzER","Settlement hierarchy","2","","","","simple","simple",""
"Konya Plain","TrBrzER","Examination system","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","TrBrzER","Courts","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","Formal legal code","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","Judges","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","Professional Lawyers","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","drinking water supply systems","0.1","","","","simple","simple",""
"Konya Plain","TrBrzER","food storage sites","0.9","","","","simple","simple",""
"Konya Plain","TrBrzER","Mines or quarries","1","","","","simple","simple",""
