,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money
887,JpTokgw-5,['Kansai'],Tokugawa Shogunate,1699.0,1720.0,29000000.0,295000,570361,6,6.0,1.0,6.0,1418,,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,45,51.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1695.0,['53S'],['East Asia'],Kyoto,confederated state,Early Modern Japanese (17th–18th century),Japonic,Azuchi-Momoyama,Regime change,The Meiji Restoration,Japanese,,none,active,1.0,1.0,0.1,,Okage-mairi,not applicable,once per generation,once per generation,keppan kishomon,not applicable,,,Ise-odori,once per generation,not applicable,once per generation,daily worship,not applicable,daily,daily,matsuri,seasonally,seasonally,seasonally,,7.462397997898956,5.469822015978163,5.756149821780951,4.333333333333333,0.9090909090909091,1.0,4.0,1.0,6.0
888,JpTokgw-6,['Kansai'],Tokugawa Shogunate,1720.0,1749.0,29000000.0,295000,1300000,6,6.0,1.0,6.0,1418,,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,45,51.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1695.0,['53S'],['East Asia'],Kyoto,confederated state,Early Modern Japanese (17th–18th century),Japonic,Azuchi-Momoyama,Regime change,The Meiji Restoration,Japanese,,none,active,1.0,1.0,0.1,,Okage-mairi,not applicable,once per generation,once per generation,keppan kishomon,not applicable,,,Ise-odori,once per generation,not applicable,once per generation,daily worship,not applicable,daily,daily,matsuri,seasonally,seasonally,seasonally,,7.462397997898956,5.469822015978163,6.113943352306837,4.333333333333333,0.9090909090909091,1.0,4.0,1.0,6.0
889,JpTokgw-7,['Kansai'],Tokugawa Shogunate,1749.0,1799.0,29000000.0,295000,1300000,6,6.0,1.0,6.0,1418,,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,45,51.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1695.0,['53S'],['East Asia'],Kyoto,confederated state,Early Modern Japanese (17th–18th century),Japonic,Azuchi-Momoyama,Regime change,The Meiji Restoration,Japanese,,none,active,1.0,1.0,0.1,,Okage-mairi,not applicable,once per generation,once per generation,keppan kishomon,not applicable,,,Ise-odori,once per generation,not applicable,once per generation,daily worship,not applicable,daily,daily,matsuri,seasonally,seasonally,seasonally,,7.462397997898956,5.469822015978163,6.113943352306837,4.333333333333333,0.9090909090909091,1.0,4.0,1.0,6.0
890,JpTokgw-8,['Kansai'],Tokugawa Shogunate,1799.0,1849.0,28000000.0,295000,1400000,6,6.0,1.0,6.0,1418,,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,45,51.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1695.0,['53S'],['East Asia'],Kyoto,confederated state,Early Modern Japanese (17th–18th century),Japonic,Azuchi-Momoyama,Regime change,The Meiji Restoration,Japanese,,none,active,1.0,1.0,0.1,,Okage-mairi,not applicable,once per generation,once per generation,keppan kishomon,not applicable,,,Ise-odori,once per generation,not applicable,once per generation,daily worship,not applicable,daily,daily,matsuri,seasonally,seasonally,seasonally,,7.447158031342219,5.469822015978163,6.146128035678238,4.333333333333333,0.9090909090909091,1.0,4.0,1.0,6.0
891,JpTokgw-9,['Kansai'],Tokugawa Shogunate,1849.0,1867.0,32000000.0,295000,1400000,6,6.0,1.0,6.0,1418,,0.0,1.0,1.0,1.0,1.0,1.0,State salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,45,51.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1695.0,['53S'],['East Asia'],Kyoto,confederated state,Early Modern Japanese (17th–18th century),Japonic,Azuchi-Momoyama,Regime change,The Meiji Restoration,Japanese,,none,active,1.0,1.0,0.1,,Okage-mairi,not applicable,once per generation,once per generation,keppan kishomon,not applicable,,,Ise-odori,once per generation,not applicable,once per generation,daily worship,not applicable,daily,daily,matsuri,seasonally,seasonally,seasonally,,7.505149978319906,5.469822015978163,6.146128035678238,4.333333333333333,0.9090909090909091,1.0,4.0,1.0,6.0
892,JpYayoi-1,['Kansai'],Yayoi Period in Kansai region,-300.0,249.0,1500.0,1,1000,2,2.0,1.0,2.0,1,,0.0,,1.0,,0.1,0.1,,0.1,0.0,0.0,0.0,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,0.1,,1.0,,40,,0.1,,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.1,124.0,['53S'],['East Asia'],Ikegami-Sone,quasipolity,Japanese,Japonic,Final Jomon,population migration,Kofun,Western horizon,78000,,,,,,,bronze hoard deposition rituals,not applicable,,yearly,body modification rituals,,,once in a lifetime,agricultural rituals,not applicable,not applicable,seasonally,domestic rituals involving clay bells,not applicable,not applicable,daily,divination,not applicable,,,,3.1760912590556813,0.0,3.0,1.6666666666666667,0.1272727272727273,0.3666666666666667,2.0,0.0,4.0
893,KgKarKh-1,['Sogdiana'],Kara-Khanids,949.0,999.0,,,,6,6.0,3.0,3.0,900,,1.0,1.0,1.0,1.0,0.1,1.0,land,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,48.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,1067.0,['42S'],['Central Eurasia'],Suyab,confederated state,Turkic,Turkic,Samanid Dynasty,elite migration,Seljuk Empire,Perso-Islamic,3000000,vassalage,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,,,,4.0,0.9181818181818181,0.8888888888888888,4.0,1.0,5.0
894,KgKarKh-2,['Sogdiana'],Kara-Khanids,999.0,1199.0,2500000.0,2000000,200000,6,6.0,3.0,3.0,900,,1.0,1.0,1.0,1.0,0.1,1.0,land,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,48.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,1067.0,['42S'],['Central Eurasia'],Suyab,confederated state,Turkic,Turkic,Samanid Dynasty,elite migration,Seljuk Empire,Perso-Islamic,3000000,vassalage,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.3979400086720375,6.301029995663981,5.301029995663981,4.0,0.9181818181818181,0.8888888888888888,4.0,1.0,5.0
895,KgKarKh-3,['Sogdiana'],Kara-Khanids,1199.0,1211.0,2000000.0,1300000,200000,6,6.0,3.0,3.0,900,,1.0,1.0,1.0,1.0,0.1,1.0,land,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,48.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,1067.0,['42S'],['Central Eurasia'],Suyab,confederated state,Turkic,Turkic,Samanid Dynasty,elite migration,Seljuk Empire,Perso-Islamic,3000000,vassalage,moralizing,1.0,1.0,1.0,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.301029995663981,6.113943352306837,5.301029995663981,4.0,0.9181818181818181,0.8888888888888888,4.0,1.0,5.0
896,KgWTurk-1,['Sogdiana'],Western Turk Khaganate,581.0,599.0,,,,3,4.0,1.0,2.0,,,,1.0,1.0,1.0,0.1,0.1,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,0.1,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,,,,,1.0,,['42S'],['Central Eurasia'],Ch'ien-Ch'üan,confederated state,Iranian,,First Turk Khaganate,continuity,Sogdian City States,,,,active,1.0,1.0,0.1,,annual gathering,not applicable,yearly,yearly,blood brotherhood ritual,,,,shamanic purification ritual,,,,,,,,,,,,,,,,2.3333333333333335,0.4727272727272727,0.5666666666666667,4.0,1.0,4.0
897,KgWTurk-2,['Sogdiana'],Western Turk Khaganate,599.0,629.0,1500000.0,2800000,,3,4.0,1.0,2.0,,,,1.0,1.0,1.0,0.1,0.1,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,0.1,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,,,,,1.0,,['42S'],['Central Eurasia'],Ch'ien-Ch'üan,confederated state,Iranian,,First Turk Khaganate,continuity,Sogdian City States,,,,active,1.0,1.0,0.1,,annual gathering,not applicable,yearly,yearly,blood brotherhood ritual,,,,shamanic purification ritual,,,,,,,,,,,,,6.176091259055681,6.447158031342219,,2.3333333333333335,0.4727272727272727,0.5666666666666667,4.0,1.0,4.0
898,KhAngkC-1,['Cambodian Basin'],Kambudesa,1079.0,1099.0,1500000.0,939245,750000,5,6.0,6.0,6.0,210,1.0,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2560000,1000,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1184.0,['48P'],['Southeast Asia'],Mahidharapura,unitary state,Tai,Austro-Asiatic Mon-Khmer,Early Angkor,continuity,Post-Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,6.176091259055681,5.972778891807619,5.8750612633917,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
899,KhAngkC-2,['Cambodian Basin'],Kambudesa,1099.0,1112.0,1500000.0,939245,750000,5,6.0,6.0,6.0,210,1.0,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2560000,1000,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1184.0,['48P'],['Southeast Asia'],Mahidharapura,unitary state,Tai,Austro-Asiatic Mon-Khmer,Early Angkor,continuity,Post-Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,6.176091259055681,5.972778891807619,5.8750612633917,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
900,KhAngkC-3,['Cambodian Basin'],Kambudesa,1112.0,1219.0,1500000.0,939245,750000,5,6.0,6.0,6.0,210,1.0,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2560000,1000,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1184.0,['48P'],['Southeast Asia'],Yasodharapura,unitary state,Tai,Austro-Asiatic Mon-Khmer,Early Angkor,continuity,Post-Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,6.176091259055681,5.972778891807619,5.8750612633917,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
901,KhAngkC-4,['Cambodian Basin'],Kambudesa,1219.0,1326.0,1500000.0,939245,750000,5,6.0,6.0,6.0,210,1.0,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2560000,1000,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1184.0,['48P'],['Southeast Asia'],Yasodharapura,unitary state,Tai,Austro-Asiatic Mon-Khmer,Early Angkor,continuity,Post-Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,6.176091259055681,5.972778891807619,5.8750612633917,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
902,KhAngkE-1,['Cambodian Basin'],Kambudesa,799.0,801.0,,916847,300000,5,6.0,6.0,5.0,150,1.0,1.0,1.0,1.0,1.0,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,8000,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,899.0,['48P'],['Southeast Asia'],Yasodharapura,unitary state,Old Khmer,Austro-Asiatic Mon-Khmer,Chenla- Land,continuity,Classical Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,,5.962296868276738,5.477121254719663,5.666666666666667,0.8363636363636363,1.0,4.0,1.0,4.0
903,KhAngkE-2,['Cambodian Basin'],Kambudesa,801.0,899.0,,916847,300000,5,6.0,6.0,5.0,150,1.0,1.0,1.0,1.0,1.0,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,8000,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,899.0,['48P'],['Southeast Asia'],Yasodharapura,unitary state,Old Khmer,Austro-Asiatic Mon-Khmer,Chenla- Land,continuity,Classical Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,,5.962296868276738,5.477121254719663,5.666666666666667,0.8363636363636363,1.0,4.0,1.0,4.0
904,KhAngkE-3,['Cambodian Basin'],Kambudesa,899.0,1099.0,,916847,400000,5,6.0,6.0,5.0,150,1.0,1.0,1.0,1.0,1.0,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,8000,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,899.0,['48P'],['Southeast Asia'],Yasodharapura,unitary state,Old Khmer,Austro-Asiatic Mon-Khmer,Chenla- Land,continuity,Classical Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,,5.962296868276738,5.6020599913279625,5.666666666666667,0.8363636363636363,1.0,4.0,1.0,4.0
905,KhAngkL-1,['Cambodian Basin'],Kambudesa,1219.0,1431.0,1500000.0,,750000,5,6.0,6.0,6.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2560000,1000,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1285.0,['48P'],['Southeast Asia'],Angkor,unitary state,Khmer,Austro-Asiatic Mon-Khmer,Classical Angkor,continuity,Cambodia,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,0.1,Buddhism,court procession,yearly,yearly,yearly,oath of allegiance,seasonally,seasonally,seasonally,court procession,yearly,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,6.176091259055681,,5.8750612633917,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
906,KhCambd-1,['Cambodian Basin'],Kambudesa,1431.0,1593.0,750000.0,279646,,8,6.0,6.0,6.0,210,1.0,1.0,1.0,1.0,1.0,0.1,0.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1000,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1399.0,['48P'],['Southeast Asia'],Lovek,unitary state,Pali,Austro-Asiatic Mon-Khmer,Classical Angkor,continuity,Ayutthaya,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,0.1,Buddhism,,,,,oath of allegiance,seasonally,seasonally,seasonally,Feast of the god,once in a generation,once in a generation,once in a generation,puja,not applicable,daily,daily,puja,not applicable,daily,daily,,5.8750612633917,5.44660861164799,,6.0,0.8272727272727273,1.0,4.0,1.0,4.0
907,KhChenl-1,['Cambodian Basin'],Chen-la,549.0,824.0,,531000,60000,4,4.0,6.0,4.0,250,1.0,1.0,1.0,1.0,1.0,0.1,0.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,,1.0,1.0,1.0,0.1,1.0,,17,16.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,,,,,649.0,['48P'],['Southeast Asia'],Sambhupura,confederated state,Sanskrit,Austro-Asiatic Mon-Khmer,Funan,continuity,Angkor,Indianized Southeast Asia,2175000,none,inactive,1.0,1.0,,Hinduism,,,,,mourning,weekly,weekly,once per generation,,,,,puja,not applicable,daily,daily,funerary practices,,,,Buddhism,,5.725094521081469,4.778151250383644,4.666666666666667,0.7363636363636363,0.8999999999999999,4.0,0.8888888888888888,3.0
908,KhFunaE-1,['Cambodian Basin'],Fu-nan,224.0,539.0,,257034,2000,3,2.0,2.0,3.0,106,1.0,1.0,0.1,1.0,0.1,0.0,0.0,redistributive exchange,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,450,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,381.0,['48P'],['Southeast Asia'],Vyadhapura/Angkor Borei,confederated state,Mon,,Iron Age chiefdoms,Same cultural group,Funan,Indian cultural sphere,,nominal allegiance,inactive,1.0,1.0,,Hinduism,festival,,,,dental modification,,,once per generation,festival,,,,puja,not applicable,daily,daily,,,,,Buddhism,,5.409990574832192,3.3010299956639813,2.3333333333333335,0.6545454545454545,1.0,4.0,0.8888888888888888,4.0
