Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
ItRomER-200,['Latium'],Roman Republic,-200,-100,500000,25000,50000,3,6,4,5,150,,1,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,,,15,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,0,1,-287,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Roman Kingdom,continuity,Middle Roman Republic,Latin States,50000,alliance,0,0,1,1,Roman Religion,Voting for magistrates,yearly,yearly,yearly,Lemuria,,yearly,yearly,Triumph,yearly,yearly,yearly,Auguries,daily,daily,daily,Census,yearly,yearly,yearly,,5.69897000433602,4.39794000867204,4.69897000433602,5,0.363636363636364,0.777777777777778,4,1,5,ItRomER,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",24.4771212547197,6.71305435824729,42.7422750325201,16.397940008672,5.18051688639581,32.9845500650403,21.4090873694478,5.53511266823318,35.2422750325201,17.6666666666667,5.88970845007055,37.5,1.54545454545455,0.428342432732403,2.72727272727273,3.68888888888889,0.916176870010974,5.83333333333333,20,4.71176676005644,30,4.11111111111111,1.17794169001411,7.5,23,5.88970845007055,37.5
ItRomMR-200,['Latium'],Roman Republic,-200,-100,3500000,730000,210000,3,6,4,5,1400,,1,0,1,0,0,0,none,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,9700,20,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,0,0,1,-133,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Early Roman Republic,continuity,Late Roman Republic,Roman,,none,0,0,1,1,Roman Religion,tribal assembly,yearly,yearly,yearly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,Census,yearly,yearly,yearly,,6.54406804435028,5.86332286012046,5.32221929473392,5,0.363636363636364,1,4,1,5,ItRomMR,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,7.70853057172929,49.0805103326271,0,6.90665243894865,43.9749214509034,0,6.26926399066458,39.9166447105044,0,5.88970845007055,37.5,0,0.428342432732403,2.72727272727273,0,1.17794169001411,7.5,0,4.71176676005644,30,0,1.17794169001411,7.5,0,5.88970845007055,37.5
ItRomLR-100,"['Konya Plain', 'Latium', 'Paris Basin']",Roman Republic,-100,0,25000000,3500000,400000,3,7,4,7,2200,,0,0,1,0,0,0.1,none,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.5,27,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.1,,0,0,1,-49,"['36S', '33T', '31U']","['Southwest Asia', 'Europe']",Rome,unitary state,Greek,Indo-European,Middle Roman Republic,continuity,Roman Empire - Principate,Roman,,vassalage,0,0,1,1,Roman Religion,tribal assembly,yearly,yearly,yearly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,Spectacles,monthly,monthly,monthly,,7.39794000867204,6.54406804435028,5.60205999132796,6,0.281818181818182,1,4,1,5,ItRomLR,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",30.1760912590557,43.6271816875727,62.8824900737123,20.7958800173441,38.5917221837484,55.6245783769773,26.1080573737838,33.0365059435266,47.6175099262877,22.6666666666667,35.3832404451228,51,1.90909090909091,1.66194008151334,2.39545454545454,4.46666666666667,5.8972067408538,8.5,24,23.5888269634152,34,5.11111111111111,5.8972067408538,8.5,28,29.486033704269,42.5
ItRomMR-100,['Latium'],Roman Republic,-100,0,3500000,730000,210000,3,6,4,5,1400,,1,0,1,0,0,0,none,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,9700,20,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,0,0,1,-133,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Early Roman Republic,continuity,Late Roman Republic,Roman,,none,0,0,1,1,Roman Religion,tribal assembly,yearly,yearly,yearly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,Census,yearly,yearly,yearly,,6.54406804435028,5.86332286012046,5.32221929473392,5,0.363636363636364,1,4,1,5,ItRomMR,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.680381372070602,55.6245783769773,0,0.609604855179613,49.8382443110239,0,0.553346762544432,45.2388640052383,0,0.519845887496539,42.5,0,0.037806973636112,3.09090909090909,0,0.103969177499308,8.5,0,0.415876709997231,34,0,0.103969177499308,8.5,0,0.519845887496539,42.5
ItRomLR+0,"['Konya Plain', 'Latium', 'Paris Basin']",Roman Republic,0,100,25000000,3500000,400000,3,7,4,7,2200,,0,0,1,0,0,0.1,none,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.5,27,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.1,,0,0,1,-49,"['36S', '33T', '31U']","['Southwest Asia', 'Europe']",Rome,unitary state,Greek,Indo-European,Middle Roman Republic,continuity,Roman Empire - Principate,Roman,,vassalage,0,0,1,1,Roman Religion,tribal assembly,yearly,yearly,yearly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,Spectacles,monthly,monthly,monthly,,7.39794000867204,6.54406804435028,5.60205999132796,6,0.281818181818182,1,4,1,5,ItRomLR,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",37.5740312677277,71.2673583549365,55.4845500650403,27.3399480616944,63.0416632020671,49.0805103326271,31.7101173651118,53.9669173391267,42.0154499349597,28.6666666666667,57.8004349357215,45,2.19090909090909,2.71486891364752,2.11363636363636,5.46666666666667,9.63340582262025,7.5,28,38.533623290481,30,6.11111111111111,9.63340582262025,7.5,33,48.1670291131013,37.5
ItRomPr+0,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Principate,0,100,50000000,4500000,900000,8,9,4,7,3052,,1,1,1,1,0,0.1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,96000,189,48,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,13,1,1,1,116,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Rome,unitary state,Latin,Indo-European,Ptolemaic Empire,cultural assimilation,Roman Empire Dominate,Greco-Roman,17000000,none,0,0,1,1,Roman Religion,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.69897000433602,6.65321251377534,5.95424250943933,6.66666666666667,0.645454545454545,1,4,1,5,ItRomPr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,74.1673024679493,40.4195925227641,0,64.0930961693333,34.9293656973206,0,57.3596344597258,31.2597731745564,0,64.222705484135,35,0,6.21792557641852,3.38863636363636,0,9.63340582262025,5.25,0,38.533623290481,21,0,9.63340582262025,5.25,0,48.1670291131013,26.25
ItRomPr+100,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Principate,100,200,50000000,5800000,1000000,8,9,4,7,3052,,1,1,1,1,0,0.1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,96000,189,48,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,13,1,1,1,116,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Rome,unitary state,Latin,Indo-European,Ptolemaic Empire,cultural assimilation,Roman Empire Dominate,Greco-Roman,17000000,none,0,0,1,1,Roman Religion,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.69897000433602,6.76342799356294,6,6.66666666666667,0.645454545454545,1,4,1,5,ItRomPr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",44.9719712763998,33.0442101659544,34.6453650195121,33.8840161060446,29.0288357969603,30.4354259710332,37.3121773564398,25.7521799518721,27,34.6666666666667,28.6135332798579,30,2.47272727272727,2.77031026754987,2.90454545454545,6.46666666666667,4.29202999197868,4.5,32,17.1681199679147,18,7.11111111111111,4.29202999197868,4.5,38,21.4601499598934,22.5
ItRomPr+200,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Principate,200,300,55000000,5000000,1000000,8,9,4,7,3052,,1,1,1,1,0,0.1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,96000,189,48,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,13,1,1,1,116,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Rome,unitary state,Latin,Indo-European,Ptolemaic Empire,cultural assimilation,Roman Empire Dominate,Greco-Roman,17000000,none,0,0,1,1,Roman Religion,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.74036268949424,6.69897000433602,6,6.66666666666667,0.645454545454545,1,4,1,5,ItRomPr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",52.6709412807358,33.1954177342868,30.961450757977,40.6474440996076,28.7292878388262,26.7958800173441,43.3121773564398,25.7316762011749,24,41.3333333333333,28.5907513346387,26.6666666666667,3.11818181818182,2.76810456103548,2.58181818181818,7.46666666666667,4.28861270019581,4,36,17.1544508007832,16,8.11111111111111,4.28861270019581,4,43,21.4430635009791,20
ItRomPr+300,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Principate,300,400,55000000,5000000,1000000,8,9,4,7,3052,,1,1,1,1,0,0.1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,96000,189,48,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,13,1,1,1,116,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Rome,unitary state,Latin,Indo-European,Ptolemaic Empire,cultural assimilation,Roman Empire Dominate,Greco-Roman,17000000,none,0,0,1,1,Roman Religion,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.74036268949424,6.69897000433602,6,6.66666666666667,0.645454545454545,1,4,1,5,ItRomPr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",60.41130397023,66.1218785233355,44.5070854645919,47.3464141039436,57.225804348855,38.5190775249321,49.3121773564398,51.2548684157248,34.5,48,56.9498537952498,38.3333333333333,3.76363636363636,5.51378129926736,3.71136363636364,8.46666666666667,8.54247806928746,5.75,40,34.1699122771499,23,9.11111111111111,8.54247806928746,5.75,48,42.7123903464373,28.75
TrRomDm+300,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Dominate,300,400,40000000,4000000,800000,8,6,5,7,2580,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,190,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,0.1,1,0,1,1,1,46,1,1,1,393,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire (Principate),continuity,Ostrogothic Kingdom,Greco-Roman,17000000,vassalage,0,0,1,1,Christianity,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.60205999132796,6.60205999132796,5.90308998699194,6,0.827272727272727,1,4,1,5,TrRomDm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,64.9404307573268,43.7118449501358,0,56.3979526880393,37.9618449501358,0,50.4270167549091,33.9427674252037,0,51.2548684157248,34.5,0,7.0669591300469,4.75681818181818,0,8.54247806928746,5.75,0,34.1699122771499,23,0,8.54247806928746,5.75,0,42.7123903464373,28.75
TrERom+400,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,400,500,15000000,1300000,300000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.17609125905568,6.11394335230684,5.47712125471966,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",68.1516666597243,44.9633066404797,52.0266616281537,54.0453841082796,38.308195897786,44.3260893042246,55.3121773564398,34.3180533235661,39.7091290967175,54.6666666666667,45.9485398750222,53.1666666666667,4.40909090909091,5.69609998450688,6.59090909090909,9.46666666666667,6.26570998295757,7.25,44,25.0628399318303,29,10.1111111111111,6.26570998295757,7.25,53,31.3285499147878,36.25
TrRomDm+400,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Dominate,400,500,40000000,4000000,800000,8,6,5,7,2580,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,190,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,0.1,1,0,1,1,1,46,1,1,1,393,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire (Principate),continuity,Ostrogothic Kingdom,Greco-Roman,17000000,vassalage,moralizing,1,1,1,Christianity,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.60205999132796,6.60205999132796,5.90308998699194,6,0.827272727272727,1,4,1,5,TrRomDm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47.6323031787059,55.1149349371277,0,41.3665931957484,47.8649349371277,0,36.9870498617923,42.7974024056916,0,37.5942598977454,43.5,0,5.18345098590126,5.99772727272727,0,6.26570998295757,7.25,0,25.0628399318303,29,0,6.26570998295757,7.25,0,31.3285499147878,36.25
TrERom+500,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,500,600,20000000,1300000,500000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.30102999566398,6.11394335230684,5.69897000433602,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",75.32775791878,16.5084568077208,32.8546349804879,60.1593274605864,13.8243192832178,27.5127450853808,60.7892986111594,12.8860174825952,25.6453650195121,62,16.5814983176141,33,5.31818181818182,2.05555764267944,4.09090909090909,10.4666666666667,2.26111340694738,4.5,48,9.04445362778954,18,11.1111111111111,2.26111340694738,4.5,58,11.3055670347369,22.5
ItOstrg+500,['Latium'],Ostrogothic Kingdom,500,600,5500000,635000,100000,5,5,5,6,1300,,1,0,1,1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,30,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,524,['33T'],['Europe'],Ravenna,unitary state,Germanic,indo-European,Roman Late Antiquity,continuity,Eastern Roman Empire,,,alliance,moralizing,1,1,0,Christianity,chariot races,,,,,,,,chariot races,,,,baptism,,,once in a lifetime,public oath-swearing,not applicable,,,,6.74036268949424,5.80277372529198,5,5.33333333333333,0.745454545454545,1,4,1,5,ItOstrg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1.52600954297654,6.74036268949424,0,1.31374059356344,5.80277372529198,0,1.13199364283099,5,0,1.20745988568639,5.33333333333333,0,0.168769961294802,0.745454545454545,0,0.226398728566198,1,0,0.905594914264792,4,0,0.226398728566198,1,0,1.13199364283099,5
ItLombr+600,['Latium'],Regnum Italicum,600,700,2000000,172000,25000,5,5,5,5,700,,0,0.1,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,0,0.1,1,1,1,1,1,,,20,1,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,0,,1,,,0,0,1,773,['33T'],['Europe'],Pavia,unitary state,Latin,Indo-European,Ostrogothic Kingdom,population migration,Republic of St Peter,Latin Christendom,17000000,none,,,,,,pilgrimage,daily,daily,once in a lifetime,monastic cursing,,,,feast days and saints' days processions,yearly,yearly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6.30102999566398,5.23552844690755,4.39794000867204,5,0.581818181818182,1,4,1,5,ItLombr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",82.628787914444,13.5620869805472,18.9030899869919,66.2732708128933,11.2687437188762,15.7065853407227,66.4882686154955,9.46595159424461,13.1938200260161,69.3333333333333,10.7618016339232,15,6.22727272727273,1.25228237194743,1.74545454545455,11.4666666666667,2.15236032678464,3,52,8.60944130713858,12,12.1111111111111,2.15236032678464,3,63,10.7618016339232,15
ItRav+600,['Latium'],Exarchate of Ravenna,600,700,1000000,50000,30000,5,4,5,6,300,,1,0,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,9,0.1,0.1,1,639,['33T'],['Europe'],Ravenna,nominal,Greek,Indo-European,Eastern Roman Empire,continuity,Republic of St Peter,Roman,,vassalage,moralizing,1,1,0,Christianity,,,,,,,,,,,,,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6,4.69897000433602,4.47712125471966,5,0.663636363636364,1,4,1,5,ItRav,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12.9141619607079,31.5,0,10.1138766140839,24.6695925227641,0,9.63637816686289,23.5048865872782,0,10.7618016339232,26.25,0,1.42838458050254,3.48409090909091,0,2.15236032678464,5.25,0,8.60944130713858,21,0,2.15236032678464,5.25,0,10.7618016339232,26.25
TrERom+600,"['Konya Plain', 'Latium', 'Upper Egypt']",Byzantine Empire,600,700,15000000,1400000,250000,8,9,7,6,3300,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,1,1,533,"['36S', '33T', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire-Dominate,continuity,Byzantine Empire - Middle Ages I,Christianity,13000000,alliance,moralizing,1,1,0,Christianity,racing day,yearly,yearly,yearly,,,,,racing day,yearly,yearly,yearly,everyday church service,not applicable,daily,daily,everyday church service,not applicable,daily,daily,,7.17609125905568,6.14612803567824,5.39794000867204,7.33333333333333,0.909090909090909,1,4,1,5,TrERom,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,18.1359271972784,37.6744791100423,0,15.5329310311586,32.2671721873107,0,13.6420571420429,28.3391850455282,0,18.5333205286201,38.5,0,2.29751907379588,4.77272727272727,0,2.52727098117547,5.25,0,10.1090839247019,21,0,2.52727098117547,5.25,0,12.6363549058774,26.25
ItOstrg+600,['Latium'],Ostrogothic Kingdom,600,700,5500000,635000,100000,5,5,5,6,1300,,1,0,1,1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,30,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,524,['33T'],['Europe'],Ravenna,unitary state,Germanic,indo-European,Roman Late Antiquity,continuity,Eastern Roman Empire,,,alliance,moralizing,1,1,0,Christianity,chariot races,,,,,,,,chariot races,,,,baptism,,,once in a lifetime,public oath-swearing,not applicable,,,,6.74036268949424,5.80277372529198,5,5.33333333333333,0.745454545454545,1,4,1,5,ItOstrg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,14.5076892410069,13.4807253789885,0,12.4896599516268,11.605547450584,0,10.7618016339232,10,0,11.4792550761848,10.6666666666667,0,1.60448678905764,1.49090909090909,0,2.15236032678464,2,0,8.60944130713858,8,0,2.15236032678464,2,0,10.7618016339232,10
ItRav+700,['Latium'],Exarchate of Ravenna,700,800,1250000,50000,100000,5,4,5,6,300,,1,0,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,9,0.1,0.1,1,639,['33T'],['Europe'],Ravenna,nominal,Greek,Indo-European,Eastern Roman Empire,continuity,Republic of St Peter,Roman,,vassalage,moralizing,1,1,0,Christianity,,,,,,,,,,,,,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6.09691001300806,4.69897000433602,5,5,0.663636363636364,1,4,1,5,ItRav,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",88.9298179101079,7.80056811325354,45.7268250975604,71.5087992598008,6.01200206379198,35.2422750325201,70.8862086241675,6.39714879882649,37.5,74.3333333333333,6.39714879882649,37.5,6.80909090909091,0.849076113298789,4.97727272727273,12.4666666666667,1.2794297597653,7.5,56,5.11771903906119,30,13.1111111111111,1.2794297597653,7.5,68,6.39714879882649,37.5
